,DATUM,EMITTENT,TYP,ART DER RECHTE,GESAMTZAHL DER RECHTE,WERT,DETAILS
2698,17.06.2019,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,20,138660.00,
2699,17.06.2019,Edisun Power Europe AG,Erwerb,Namenaktien,65,6760.00,
2700,17.06.2019,Flughafen Zürich AG,Erwerb,Namenaktien,5260,974466.60,
2701,17.06.2019,Forbo Holding AG,Veräusserung,Namenaktien,571,988657.95,
2702,17.06.2019,Highlight Event and Entertainment AG,Erwerb,Inhaberaktien,600,12058.20,
2703,17.06.2019,KTM Industries AG,Erwerb,Inhaberaktien,150,8610.00,
2704,17.06.2019,LafargeHolcim Ltd,Erwerb,Namenaktien,1000,48140.00,
2705,17.06.2019,New Venturetec AG,Erwerb,Inhaberaktien,100000,982137.00,
2708,17.06.2019,RELIEF THERAPEUTICS Holding SA,Veräusserung,Namenaktien,2082310,5830.47,
2709,17.06.2019,Schaffner Holding AG,Erwerb,Namenaktien,500,114809.00,
2710,17.06.2019,Swiss Re AG,Veräusserung,Namenaktien,7109,704359.70,
2711,17.06.2019,Ypsomed Holding AG,Erwerb,Namenaktien,500,60700.00,
2712,17.06.2019,nebag ag,Veräusserung,Namenaktien,4589,47725.60,
2713,17.06.2019,nebag ag,Erwerb,Namenaktien,1,10.30,
2714,14.06.2019,Castle Alternative Invest AG,Veräusserung,Put Optionen,34150,9562.00,
2715,14.06.2019,Edisun Power Europe AG,Erwerb,Namenaktien,13,1391.00,
2716,14.06.2019,KTM Industries AG,Erwerb,Inhaberaktien,100,5730.00,
2717,14.06.2019,Panalpina World Transport (Holding) Ltd.,Veräusserung,Namenaktien,985,214533.00,
2718,14.06.2019,Swiss Re AG,Veräusserung,Namenaktien,30000,2960058.39,
2719,14.06.2019,VAT Group AG,Erwerb,Namenaktien,250,27527.30,
2720,14.06.2019,Ypsomed Holding AG,Erwerb,Namenaktien,21,2549.40,
2721,13.06.2019,ASMALLWORLD AG,Erwerb,Namenaktien,1000,2700.00,
2722,13.06.2019,Calida Holding AG,Erwerb,Namenaktien,2000,59669.10,
2723,13.06.2019,Edisun Power Europe AG,Erwerb,Namenaktien,15,1598.00,
2724,13.06.2019,INFICON Holding AG,Veräusserung,Namenaktien,50,30000.00,
2725,13.06.2019,Straumann Holding AG,Veräusserung,Namenaktien,1000,860000.00,
2726,13.06.2019,Warteck Invest AG,Erwerb,Namenaktien,3,5460.00,
2727,13.06.2019,Ypsomed Holding AG,Erwerb,Namenaktien,500,60683.20,
2730,13.06.2019,Zurich Insurance Group AG,Veräusserung,Namenaktien,3000,1011914.50,
2731,13.06.2019,nebag ag,Erwerb,Namenaktien,1268,13073.59,
2732,13.06.2019,u-blox Holding AG,Veräusserung,Namenaktien,2000,150000.00,
2733,12.06.2019,Castle Private Equity AG,Veräusserung,Namenaktien,4463,89260.00,
2734,12.06.2019,Edisun Power Europe AG,Erwerb,Namenaktien,1175,115778.00,
2735,12.06.2019,Forbo Holding AG,Veräusserung,Namenaktien,1543,2665223.90,
2736,12.06.2019,Galenica AG,Veräusserung,Namenaktien,5000,250000.00,
2737,12.06.2019,Geberit AG,Veräusserung,Namenaktien,300,138300.00,
2738,12.06.2019,Givaudan SA,Veräusserung,Namenaktien,180,496800.00,
2739,12.06.2019,KTM Industries AG,Erwerb,Inhaberaktien,50,2885.00,
2740,12.06.2019,KTM Industries AG,Erwerb,Inhaberaktien,50,2.875,
2741,12.06.2019,SGS SA,Veräusserung,Namenaktien,48,124898.00,
2742,12.06.2019,Swiss Re AG,Veräusserung,Namenaktien,5000,496300.00,
2743,12.06.2019,Vifor Pharma AG,Veräusserung,Namenaktien,400,56424.75,
2744,12.06.2019,Warteck Invest AG,Erwerb,Andere Titel,5,7750.00,
2745,12.06.2019,Warteck Invest AG,Erwerb,Andere Titel,5,7750.00,
2746,12.06.2019,Warteck Invest AG,Erwerb,Andere Titel,5,7750.00,
2747,12.06.2019,Zur Rose Group AG,Veräusserung,Namenaktien,2500,246250.00,
2748,12.06.2019,Zur Rose Group AG,Veräusserung,Namenaktien,992,97279.30,
2749,12.06.2019,u-blox Holding AG,Erwerb,Namenaktien,200,14606.16,
2752,11.06.2019,ASMALLWORLD AG,Erwerb,Namenaktien,100,266.00,
2753,11.06.2019,Castle Alternative Invest AG,Veräusserung,Put Optionen,4755,1331.40,
2754,11.06.2019,Compagnie Financière Richemont SA,Erwerb,Namenaktien,159264,12628380.35,
2755,11.06.2019,Forbo Holding AG,Veräusserung,Namenaktien,1489,2550508.10,
2756,11.06.2019,Galenica AG,Veräusserung,Namenaktien,1500,75000.00,
2757,11.06.2019,Givaudan SA,Veräusserung,Namenaktien,851,2330345.00,
2758,11.06.2019,INFICON Holding AG,Veräusserung,Namenaktien,50,29500.00,
2759,11.06.2019,Intershop Holding AG,Erwerb,Namenaktien,100,49735.00,
2760,11.06.2019,Peach Property Group AG,Veräusserung,Namenaktien,30000,906807.00,
2761,11.06.2019,Swiss Re AG,Veräusserung,Namenaktien,5000,495000.00,
2762,11.06.2019,The Swatch Group AG,Veräusserung,Namenaktien,10000,509000.00,
2763,11.06.2019,Walliser Kantonalbank,Veräusserung,Namenaktien,121,14096.50,
2764,11.06.2019,Warteck Invest AG,Erwerb,Namenaktien,25,45470.00,
2765,11.06.2019,Zur Rose Group AG,Veräusserung,Namenaktien,5112,503992.08,
2766,07.06.2019,ASMALLWORLD AG,Erwerb,Namenaktien,200,576.00,
2767,07.06.2019,Autoneum Holding AG,Erwerb,Namenaktien,1,96481.00,
2768,07.06.2019,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,71,491324.95,
2769,07.06.2019,Compagnie Financière Richemont SA,Erwerb,Namenaktien,388875,30541192.54,
2770,07.06.2019,Edisun Power Europe AG,Erwerb,Namenaktien,25,2425.00,
2771,07.06.2019,Forbo Holding AG,Veräusserung,Namenaktien,814,1372526.10,
2774,07.06.2019,Givaudan SA,Veräusserung,Namenaktien,300,817644.00,
2775,07.06.2019,KTM Industries AG,Erwerb,Inhaberaktien,478,27426.60,
2776,07.06.2019,Straumann Holding AG,Veräusserung,Namenaktien,900,756499.40,
2777,07.06.2019,Warteck Invest AG,Veräusserung,Andere Titel,10,525.00,
2778,07.06.2019,Warteck Invest AG,Erwerb,Andere Titel,400,155000.00,
2779,07.06.2019,Warteck Invest AG,Erwerb,Andere Titel,400,21454.00,
2780,07.06.2019,Zur Rose Group AG,Veräusserung,Namenaktien,5154,496746.00,
2781,07.06.2019,nebag ag,Veräusserung,Namenaktien,900,9450.00,
2782,06.06.2019,Compagnie Financière Richemont SA,Erwerb,Namenaktien,298863,23340871.55,
2783,06.06.2019,Edisun Power Europe AG,Erwerb,Namenaktien,44,4268.00,
2784,06.06.2019,Forbo Holding AG,Veräusserung,Namenaktien,295,485304.50,
2785,06.06.2019,KTM Industries AG,Erwerb,Inhaberaktien,192,11080.20,
2786,06.06.2019,St.Galler Kantonalbank AG,Erwerb,Namenaktien,20,4917.00,
2787,06.06.2019,Straumann Holding AG,Veräusserung,Namenaktien,500,418820.60,
2788,06.06.2019,Straumann Holding AG,Veräusserung,Namenaktien,150,126000.00,
2789,06.06.2019,Tornos Holding AG,Veräusserung,Namenaktien,5000,40500.00,
2790,06.06.2019,Vetropack Holding AG,Veräusserung,Inhaberaktien,10,22000.00,
2791,06.06.2019,Walliser Kantonalbank,Veräusserung,Namenaktien,536,63273.00,
2792,06.06.2019,Warteck Invest AG,Erwerb,Andere Titel,10,560.00,
2793,06.06.2019,Warteck Invest AG,Erwerb,Andere Titel,5,272.10,
2796,06.06.2019,Warteck Invest AG,Erwerb,Andere Titel,1,56.00,
2797,06.06.2019,Ypsomed Holding AG,Erwerb,Namenaktien,431,52151.00,
2798,06.06.2019,Zur Rose Group AG,Veräusserung,Namenaktien,500,47561.90,
2799,06.06.2019,nebag ag,Erwerb,Namenaktien,3900,40561.17,
2800,05.06.2019,ASMALLWORLD AG,Erwerb,Namenaktien,1500,4200.00,
2801,05.06.2019,Compagnie Financière Richemont SA,Erwerb,Namenaktien,339114,26722352.76,
2802,05.06.2019,Edisun Power Europe AG,Erwerb,Namenaktien,36,3492.00,
2803,05.06.2019,Forbo Holding AG,Veräusserung,Namenaktien,446,730815.60,
2804,05.06.2019,KTM Industries AG,Erwerb,Inhaberaktien,211,12141.40,
2805,05.06.2019,Walliser Kantonalbank,Veräusserung,Namenaktien,770,90860.00,
2806,05.06.2019,Ypsomed Holding AG,Erwerb,Namenaktien,5317,643115.20,
2807,05.06.2019,Zur Rose Group AG,Veräusserung,Namenaktien,1734,169237.18,
2808,05.06.2019,nebag ag,Veräusserung,Namenaktien,2800,29443.96,
2809,04.06.2019,Compagnie Financière Richemont SA,Erwerb,Namenaktien,720225,54688268.75,
2810,04.06.2019,Compagnie Financière Tradition S.A.,Erwerb,Inhaberaktien,4828,501242.96,
2811,04.06.2019,Compagnie Financière Tradition S.A.,Erwerb,Inhaberaktien,3899,404794.18,
2812,04.06.2019,Compagnie Financière Tradition S.A.,Erwerb,Inhaberaktien,365,37894.30,
2813,04.06.2019,Compagnie Financière Tradition S.A.,Erwerb,Inhaberaktien,297,30834.54,
2814,04.06.2019,Compagnie Financière Tradition S.A.,Erwerb,Inhaberaktien,287,29796.34,
2815,04.06.2019,Compagnie Financière Tradition S.A.,Erwerb,Inhaberaktien,180,18687.60,
2818,04.06.2019,Compagnie Financière Tradition S.A.,Erwerb,Inhaberaktien,171,17753.22,
2819,04.06.2019,Compagnie Financière Tradition S.A.,Erwerb,Inhaberaktien,142,14742.44,
2820,04.06.2019,Compagnie Financière Tradition S.A.,Erwerb,Inhaberaktien,128,13288.96,
2821,04.06.2019,Compagnie Financière Tradition S.A.,Erwerb,Inhaberaktien,95,9862.90,
2822,04.06.2019,Compagnie Financière Tradition S.A.,Erwerb,Inhaberaktien,31,3218.42,
2823,04.06.2019,Edisun Power Europe AG,Erwerb,Namenaktien,32,3072.00,
2824,04.06.2019,Forbo Holding AG,Veräusserung,Namenaktien,913,1485925.76,
2825,04.06.2019,Givaudan SA,Veräusserung,Namenaktien,34,90440.00,
2826,04.06.2019,INFICON Holding AG,Veräusserung,Namenaktien,50,28250.00,
2827,04.06.2019,KTM Industries AG,Erwerb,Inhaberaktien,5000,291109.12,
2828,04.06.2019,KTM Industries AG,Erwerb,Inhaberaktien,5000,289155.37,
2829,04.06.2019,KTM Industries AG,Erwerb,Inhaberaktien,589,33887.50,
2830,04.06.2019,LEM Holding SA,Erwerb,Namenaktien,50,65996.00,
2831,04.06.2019,The Swatch Group AG,Veräusserung,Namenaktien,1000,48143.55,
2832,04.06.2019,Walliser Kantonalbank,Veräusserung,Namenaktien,240,28320.00,
2833,04.06.2019,Walliser Kantonalbank,Veräusserung,Namenaktien,19,2242.00,
2834,04.06.2019,Warteck Invest AG,Erwerb,Andere Titel,1,64.99,
2835,04.06.2019,Ypsomed Holding AG,Erwerb,Namenaktien,250,30066.00,
